away_points,away_team,cumpointdiff_away,cumpointdiff_home,date,daysoff_away,daysoff_home,game_count_away,game_count_home,home_points,home_team,time,win10_away,win10_home,win1_away,win1_home,win3_away,win3_home,win5_away,win5_home,winner,winrate_away,winrate_home
107,Dallas Mavericks,9.5,-3.6,2014-11-17,1.0,1.0,11.0,11.0,80,Charlotte Hornets,7:00 pm,0.7,0.4,1.0,0.0,1.0,0.333333333333,0.8,0.4,0,0.7,0.4
107,Orlando Magic,-3.0,-3.8,2014-11-17,1.0,1.0,12.0,11.0,93,Detroit Pistons,7:30 pm,0.4,0.3,0.0,0.0,0.666666666667,0.333333333333,0.4,0.2,0,0.363636363636,0.3
93,Houston Rockets,9.4,5.1,2014-11-17,0.0,1.0,11.0,11.0,119,Memphis Grizzlies,8:00 pm,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,1,0.9,0.9
113,New York Knicks,-4.18181818182,-0.8,2014-11-18,1.0,1.0,12.0,11.0,117,Milwaukee Bucks,8:00 pm,0.3,0.5,1.0,1.0,0.333333333333,0.666666666667,0.2,0.6,1,0.272727272727,0.5
81,Oklahoma City Thunder,-4.45454545455,-5.27272727273,2014-11-18,1.0,2.0,12.0,12.0,98,Utah Jazz,9:00 pm,0.3,0.4,0.0,0.0,0.333333333333,0.333333333333,0.4,0.4,1,0.272727272727,0.363636363636
122,Milwaukee Bucks,-0.363636363636,0.1,2014-11-19,0.0,1.0,12.0,11.0,118,Brooklyn Nets,7:30 pm,0.6,0.4,1.0,0.0,0.666666666667,0.0,0.8,0.2,0,0.545454545455,0.4
100,Oklahoma City Thunder,-5.5,-5.6,2014-11-19,0.0,1.0,13.0,11.0,107,Denver Nuggets,9:00 pm,0.3,0.3,0.0,1.0,0.0,0.666666666667,0.2,0.4,1,0.25,0.3
88,Phoenix Suns,-0.545454545455,-4.72727272727,2014-11-19,1.0,1.0,12.0,12.0,86,Detroit Pistons,7:30 pm,0.5,0.3,1.0,0.0,0.333333333333,0.333333333333,0.6,0.2,0,0.545454545455,0.272727272727
98,Los Angeles Lakers,-9.09090909091,6.18181818182,2014-11-19,0.0,1.0,12.0,12.0,92,Houston Rockets,9:30 pm,0.2,0.8,1.0,0.0,0.333333333333,0.666666666667,0.2,0.6,0,0.181818181818,0.818181818182
86,Charlotte Hornets,-5.72727272727,-1.72727272727,2014-11-19,1.0,3.0,12.0,12.0,88,Indiana Pacers,7:00 pm,0.3,0.3,0.0,1.0,0.333333333333,0.666666666667,0.2,0.6,1,0.363636363636,0.363636363636
92,Memphis Grizzlies,7.0,9.6,2014-11-19,1.0,3.0,12.0,11.0,96,Toronto Raptors,7:30 pm,0.9,0.8,1.0,1.0,1.0,0.666666666667,0.8,0.8,1,0.909090909091,0.8
110,Los Angeles Clippers,1.4,1.63636363636,2014-11-20,0.0,2.0,11.0,12.0,93,Miami Heat,8:00 pm,0.6,0.5,1.0,1.0,0.666666666667,0.333333333333,0.6,0.4,0,0.6,0.545454545455
88,Chicago Bulls,5.36363636364,0.545454545455,2014-11-20,2.0,1.0,12.0,12.0,103,Sacramento Kings,10:30 pm,0.7,0.6,1.0,0.0,0.666666666667,0.333333333333,0.6,0.2,1,0.727272727273,0.545454545455
89,Detroit Pistons,-4.5,-1.3,2014-11-21,1.0,2.0,13.0,11.0,99,Atlanta Hawks,7:30 pm,0.3,0.5,0.0,0.0,0.0,0.333333333333,0.2,0.6,1,0.25,0.5
105,Orlando Magic,-3.30769230769,-5.41666666667,2014-11-21,1.0,1.0,14.0,13.0,100,Charlotte Hornets,7:00 pm,0.5,0.3,0.0,0.0,0.333333333333,0.0,0.6,0.2,0,0.384615384615,0.333333333333
106,Los Angeles Lakers,-7.83333333333,10.4166666667,2014-11-21,1.0,1.0,13.0,13.0,140,Dallas Mavericks,8:30 pm,0.3,0.8,1.0,1.0,0.666666666667,1.0,0.4,1.0,1,0.25,0.75
97,New Orleans Pelicans,5.5,-4.45454545455,2014-11-21,2.0,1.0,11.0,12.0,117,Denver Nuggets,9:00 pm,0.6,0.3,1.0,1.0,0.666666666667,0.666666666667,0.6,0.6,1,0.6,0.363636363636
88,Utah Jazz,-3.41666666667,10.3,2014-11-21,2.0,4.0,13.0,11.0,101,Golden State Warriors,10:30 pm,0.5,0.8,1.0,1.0,0.666666666667,1.0,0.4,0.6,1,0.416666666667,0.8
100,Boston Celtics,-0.7,6.08333333333,2014-11-21,1.0,1.0,11.0,13.0,117,Memphis Grizzlies,8:00 pm,0.4,0.8,1.0,0.0,0.333333333333,0.666666666667,0.4,0.8,1,0.4,0.833333333333
121,San Antonio Spurs,3.09090909091,-6.9,2014-11-21,1.0,1.0,12.0,11.0,92,Minnesota Timberwolves,8:00 pm,0.6,0.3,1.0,1.0,0.666666666667,0.333333333333,0.8,0.2,0,0.636363636364,0.3
94,Brooklyn Nets,-0.272727272727,-5.61538461538,2014-11-21,1.0,1.0,12.0,14.0,92,Oklahoma City Thunder,8:00 pm,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0,0.363636363636,0.230769230769
122,Phoenix Suns,-0.333333333333,-16.3636363636,2014-11-21,1.0,1.0,13.0,12.0,96,Philadelphia 76ers,7:00 pm,0.5,0.0,1.0,0.0,0.666666666667,0.0,0.6,0.0,0,0.583333333333,0.0
87,Chicago Bulls,3.66666666667,8.45454545455,2014-11-21,0.0,3.0,13.0,12.0,105,Portland Trail Blazers,10:30 pm,0.7,0.7,0.0,1.0,0.333333333333,1.0,0.6,1.0,1,0.666666666667,0.727272727273
82,Milwaukee Bucks,0.0,9.09090909091,2014-11-21,1.0,1.0,13.0,12.0,124,Toronto Raptors,7:30 pm,0.6,0.8,1.0,1.0,1.0,0.666666666667,0.8,0.8,1,0.583333333333,0.818181818182
78,Cleveland Cavaliers,1.9,1.7,2014-11-21,1.0,1.0,11.0,11.0,91,Washington Wizards,8:00 pm,0.5,0.7,0.0,0.0,0.333333333333,0.666666666667,0.6,0.6,1,0.5,0.7
110,Toronto Raptors,11.8333333333,0.545454545455,2014-11-22,0.0,0.0,13.0,12.0,93,Cleveland Cavaliers,7:30 pm,0.8,0.5,1.0,0.0,1.0,0.0,0.8,0.4,0,0.833333333333,0.454545454545
92,Dallas Mavericks,12.2307692308,5.16666666667,2014-11-22,0.0,2.0,14.0,13.0,95,Houston Rockets,8:00 pm,0.8,0.7,1.0,0.0,1.0,0.333333333333,1.0,0.6,1,0.769230769231,0.75
106,Phoenix Suns,1.69230769231,-1.41666666667,2014-11-22,0.0,2.0,14.0,13.0,83,Indiana Pacers,7:00 pm,0.6,0.4,1.0,1.0,1.0,0.666666666667,0.6,0.8,0,0.615384615385,0.416666666667
111,Washington Wizards,2.72727272727,-3.23076923077,2014-11-22,0.0,0.0,12.0,14.0,100,Milwaukee Bucks,8:30 pm,0.8,0.6,1.0,0.0,0.666666666667,0.666666666667,0.8,0.6,0,0.727272727273,0.538461538462
