afterOT_away,afterOT_home,away_points,away_team,cumpointdiff_away,cumpointdiff_home,date,daysoff_away,daysoff_home,game_count_away,game_count_home,home_points,home_team,overtime,time,win10_away,win10_home,win1_away,win1_home,win3_away,win3_home,win5_away,win5_home,winner,winrate_away,winrate_home
0.0,0.0,101,Toronto Raptors,6.0,-5.1,2015-11-15,1.0,1.0,11.0,11.0,107,Sacramento Kings,0,9:00 pm,0.7,0.3,1.0,1.0,0.666666666667,0.666666666667,0.4,0.4,1,0.7,0.3
0.0,0.0,114,Oklahoma City Thunder,6.4,-7.72727272727,2015-11-16,0.0,0.0,11.0,12.0,122,Memphis Grizzlies,0,8:00 pm,0.6,0.5,0.0,1.0,0.666666666667,0.666666666667,0.6,0.4,1,0.6,0.454545454545
0.0,0.0,92,Dallas Mavericks,0.9,-13.5,2015-11-16,1.0,1.0,11.0,11.0,86,Philadelphia 76ers,0,7:00 pm,0.6,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0,0.6,0.0
0.0,1.0,88,Atlanta Hawks,2.41666666667,-8.9,2015-11-17,1.0,2.0,13.0,11.0,90,Brooklyn Nets,0,7:30 pm,0.7,0.1,0.0,0.0,0.333333333333,0.333333333333,0.4,0.2,1,0.666666666667,0.1
1.0,0.0,99,Cleveland Cavaliers,7.2,-0.6,2015-11-17,2.0,1.0,11.0,11.0,104,Detroit Pistons,0,7:30 pm,0.8,0.5,0.0,0.0,0.666666666667,0.0,0.8,0.2,1,0.8,0.5
0.0,1.0,110,Toronto Raptors,4.90909090909,16.2727272727,2015-11-17,1.0,2.0,12.0,12.0,115,Golden State Warriors,0,10:30 pm,0.6,1.0,0.0,1.0,0.666666666667,1.0,0.4,1.0,1,0.636363636364,1.0
0.0,0.0,115,Denver Nuggets,-4.7,-9.2,2015-11-17,2.0,1.0,11.0,11.0,98,New Orleans Pelicans,0,8:00 pm,0.5,0.1,0.0,0.0,0.666666666667,0.0,0.6,0.2,0,0.5,0.1
0.0,0.0,94,Charlotte Hornets,2.2,0.0,2015-11-17,1.0,1.0,11.0,12.0,102,New York Knicks,0,7:30 pm,0.5,0.4,1.0,1.0,0.666666666667,0.333333333333,0.6,0.6,1,0.5,0.454545454545
0.0,0.0,97,Sacramento Kings,-4.09090909091,2.07692307692,2015-11-18,2.0,0.0,12.0,14.0,103,Atlanta Hawks,0,8:00 pm,0.4,0.6,1.0,0.0,1.0,0.0,0.6,0.2,1,0.363636363636,0.615384615385
0.0,0.0,106,Dallas Mavericks,1.36363636364,6.6,2015-11-18,1.0,1.0,12.0,11.0,102,Boston Celtics,0,7:30 pm,0.6,0.6,1.0,1.0,1.0,1.0,0.8,0.8,0,0.636363636364,0.6
0.0,0.0,111,Brooklyn Nets,-7.90909090909,1.27272727273,2015-11-18,0.0,0.0,12.0,12.0,116,Charlotte Hornets,0,7:00 pm,0.2,0.5,1.0,0.0,0.333333333333,0.333333333333,0.4,0.6,1,0.181818181818,0.454545454545
0.0,0.0,103,Portland Trail Blazers,-2.5,-7.72727272727,2015-11-18,1.0,1.0,13.0,12.0,108,Houston Rockets,1,8:00 pm,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.2,1,0.333333333333,0.363636363636
0.0,0.0,103,New Orleans Pelicans,-9.90909090909,5.09090909091,2015-11-18,0.0,1.0,12.0,12.0,110,Oklahoma City Thunder,0,8:00 pm,0.1,0.5,0.0,0.0,0.0,0.333333333333,0.2,0.6,1,0.0909090909091,0.545454545455
0.0,0.0,101,Minnesota Timberwolves,-0.181818181818,-0.272727272727,2015-11-18,0.0,3.0,12.0,12.0,104,Orlando Magic,1,7:00 pm,0.4,0.5,1.0,0.0,0.333333333333,0.666666666667,0.2,0.6,1,0.454545454545,0.454545454545
0.0,0.0,112,Indiana Pacers,0.272727272727,-12.8181818182,2015-11-18,1.0,1.0,12.0,12.0,85,Philadelphia 76ers,0,7:00 pm,0.6,0.0,0.0,0.0,0.666666666667,0.0,0.6,0.0,0,0.545454545455,0.0
0.0,0.0,103,Chicago Bulls,1.9,5.6,2015-11-18,1.0,1.0,11.0,11.0,97,Phoenix Suns,0,10:30 pm,0.7,0.6,1.0,1.0,1.0,1.0,0.8,0.6,0,0.7,0.6
0.0,0.0,98,Denver Nuggets,-2.72727272727,10.8,2015-11-18,0.0,1.0,12.0,11.0,109,San Antonio Spurs,0,8:30 pm,0.5,0.8,1.0,1.0,0.666666666667,1.0,0.8,1.0,1,0.545454545455,0.8
0.0,0.0,89,Toronto Raptors,4.08333333333,3.7,2015-11-18,0.0,2.0,13.0,11.0,93,Utah Jazz,0,9:00 pm,0.5,0.5,0.0,1.0,0.333333333333,0.333333333333,0.4,0.4,1,0.583333333333,0.5
0.0,0.0,100,Milwaukee Bucks,-6.0,6.09090909091,2015-11-19,1.0,1.0,12.0,12.0,115,Cleveland Cavaliers,0,8:00 pm,0.5,0.8,0.0,0.0,0.333333333333,0.333333333333,0.4,0.6,1,0.454545454545,0.727272727273
0.0,0.0,124,Golden State Warriors,15.3333333333,0.9,2015-11-19,1.0,4.0,13.0,11.0,117,Los Angeles Clippers,0,10:30 pm,1.0,0.6,1.0,1.0,1.0,0.333333333333,1.0,0.4,0,1.0,0.6
0.0,0.0,109,Sacramento Kings,-4.25,4.5,2015-11-19,0.0,1.0,13.0,11.0,116,Miami Heat,0,7:30 pm,0.3,0.6,0.0,0.0,0.666666666667,0.666666666667,0.6,0.6,1,0.333333333333,0.6
0.0,0.0,95,Brooklyn Nets,-7.66666666667,5.63636363636,2015-11-20,1.0,1.0,13.0,12.0,120,Boston Celtics,0,7:30 pm,0.2,0.5,0.0,0.0,0.333333333333,0.666666666667,0.4,0.6,1,0.166666666667,0.545454545455
0.0,0.0,88,Philadelphia 76ers,-14.0,1.58333333333,2015-11-20,1.0,1.0,13.0,13.0,113,Charlotte Hornets,0,7:00 pm,0.0,0.6,0.0,1.0,0.0,0.666666666667,0.0,0.6,1,0.0,0.5
0.0,0.0,93,Utah Jazz,3.72727272727,1.58333333333,2015-11-20,1.0,1.0,12.0,13.0,102,Dallas Mavericks,0,8:30 pm,0.6,0.7,1.0,1.0,0.666666666667,1.0,0.4,1.0,1,0.545454545455,0.666666666667
0.0,0.0,114,Phoenix Suns,4.54545454545,-3.41666666667,2015-11-20,1.0,1.0,12.0,13.0,107,Denver Nuggets,0,9:00 pm,0.6,0.5,0.0,0.0,0.666666666667,0.333333333333,0.6,0.6,0,0.545454545455,0.5
0.0,0.0,94,Chicago Bulls,2.27272727273,14.6923076923,2015-11-20,1.0,0.0,12.0,14.0,106,Golden State Warriors,0,10:30 pm,0.7,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1,0.727272727273,1.0
0.0,0.0,102,Toronto Raptors,3.46153846154,-6.18181818182,2015-11-20,1.0,3.0,14.0,12.0,91,Los Angeles Lakers,0,10:30 pm,0.4,0.2,0.0,0.0,0.0,0.333333333333,0.4,0.2,0,0.538461538462,0.181818181818
1.0,0.0,84,Houston Rockets,-6.66666666667,-6.41666666667,2015-11-20,1.0,3.0,13.0,13.0,96,Memphis Grizzlies,0,8:00 pm,0.5,0.5,1.0,1.0,0.333333333333,1.0,0.2,0.6,1,0.416666666667,0.5
0.0,1.0,96,Detroit Pistons,-0.0909090909091,-0.416666666667,2015-11-20,2.0,1.0,12.0,13.0,86,Minnesota Timberwolves,0,8:00 pm,0.5,0.3,1.0,0.0,0.333333333333,0.333333333333,0.2,0.2,0,0.545454545455,0.416666666667
0.0,0.0,90,San Antonio Spurs,10.8181818182,-9.66666666667,2015-11-20,1.0,1.0,12.0,13.0,104,New Orleans Pelicans,0,8:00 pm,0.9,0.1,1.0,0.0,1.0,0.0,1.0,0.0,1,0.818181818182,0.0833333333333
0.0,0.0,93,New York Knicks,0.666666666667,5.25,2015-11-20,2.0,1.0,13.0,13.0,90,Oklahoma City Thunder,0,8:00 pm,0.5,0.5,1.0,1.0,0.666666666667,0.333333333333,0.6,0.6,0,0.5,0.583333333333
0.0,1.0,91,Los Angeles Clippers,0.181818181818,-2.69230769231,2015-11-20,0.0,1.0,12.0,14.0,102,Portland Trail Blazers,0,10:00 pm,0.5,0.3,0.0,0.0,0.333333333333,0.0,0.4,0.0,1,0.545454545455,0.307692307692
0.0,0.0,97,Atlanta Hawks,2.35714285714,6.83333333333,2015-11-21,2.0,1.0,15.0,13.0,109,Cleveland Cavaliers,0,7:30 pm,0.6,0.8,1.0,1.0,0.333333333333,0.333333333333,0.4,0.6,1,0.642857142857,0.75
0.0,0.0,107,New York Knicks,0.846153846154,-7.07692307692,2015-11-21,0.0,0.0,14.0,14.0,102,Houston Rockets,0,8:00 pm,0.5,0.5,1.0,0.0,1.0,0.333333333333,0.6,0.2,0,0.538461538462,0.384615384615
0.0,0.0,86,Milwaukee Bucks,-6.75,2.5,2015-11-21,1.0,2.0,13.0,13.0,123,Indiana Pacers,0,7:00 pm,0.5,0.7,0.0,1.0,0.333333333333,0.666666666667,0.2,0.8,1,0.416666666667,0.583333333333
0.0,0.0,91,Philadelphia 76ers,-14.8461538462,4.72727272727,2015-11-21,0.0,1.0,14.0,12.0,96,Miami Heat,0,8:00 pm,0.0,0.6,0.0,1.0,0.0,0.666666666667,0.0,0.8,1,0.0,0.636363636364
0.0,1.0,97,Sacramento Kings,-4.46153846154,0.0,2015-11-21,1.0,2.0,14.0,13.0,91,Orlando Magic,0,5:00 pm,0.3,0.6,0.0,1.0,0.333333333333,0.666666666667,0.6,0.6,0,0.307692307692,0.5
0.0,0.0,82,Memphis Grizzlies,-5.0,8.75,2015-11-21,0.0,0.0,14.0,13.0,92,San Antonio Spurs,0,8:30 pm,0.5,0.8,1.0,0.0,1.0,0.666666666667,0.8,0.8,1,0.538461538462,0.75
0.0,0.0,101,Boston Celtics,7.25,-9.0,2015-11-22,1.0,1.0,13.0,14.0,111,Brooklyn Nets,0,6:00 pm,0.6,0.2,1.0,0.0,0.666666666667,0.333333333333,0.8,0.2,1,0.583333333333,0.153846153846
0.0,0.0,118,Golden State Warriors,14.5,-3.69230769231,2015-11-22,1.0,1.0,15.0,14.0,105,Denver Nuggets,0,8:00 pm,1.0,0.5,1.0,0.0,1.0,0.333333333333,1.0,0.4,0,1.0,0.461538461538
0.0,0.0,91,Toronto Raptors,4.0,-0.75,2015-11-22,1.0,1.0,15.0,13.0,80,Los Angeles Clippers,0,3:30 pm,0.4,0.4,1.0,0.0,0.333333333333,0.333333333333,0.4,0.2,0,0.571428571429,0.5
0.0,0.0,107,Portland Trail Blazers,-1.71428571429,-6.58333333333,2015-11-22,1.0,1.0,15.0,13.0,93,Los Angeles Lakers,0,9:30 pm,0.3,0.2,1.0,0.0,0.333333333333,0.333333333333,0.2,0.2,0,0.357142857143,0.166666666667
0.0,0.0,116,Phoenix Suns,4.75,-7.84615384615,2015-11-22,1.0,1.0,13.0,14.0,122,New Orleans Pelicans,0,6:00 pm,0.6,0.2,1.0,1.0,0.666666666667,0.333333333333,0.8,0.2,1,0.583333333333,0.153846153846
0.0,0.0,114,Dallas Mavericks,2.15384615385,4.61538461538,2015-11-22,1.0,1.0,14.0,14.0,117,Oklahoma City Thunder,0,7:00 pm,0.7,0.4,1.0,0.0,1.0,0.333333333333,1.0,0.4,1,0.692307692308,0.538461538462
0.0,0.0,122,Sacramento Kings,-3.71428571429,3.38461538462,2015-11-23,1.0,2.0,15.0,14.0,127,Charlotte Hornets,1,7:00 pm,0.4,0.7,1.0,1.0,0.333333333333,0.666666666667,0.6,0.6,1,0.357142857143,0.538461538462
0.0,0.0,103,Orlando Magic,-0.461538461538,7.23076923077,2015-11-23,1.0,1.0,14.0,14.0,117,Cleveland Cavaliers,0,7:00 pm,0.6,0.8,0.0,1.0,0.333333333333,0.666666666667,0.6,0.6,1,0.461538461538,0.769230769231
0.0,0.0,78,New York Knicks,1.14285714286,4.75,2015-11-23,1.0,1.0,15.0,13.0,95,Miami Heat,0,7:30 pm,0.6,0.7,1.0,1.0,1.0,0.666666666667,0.8,0.8,1,0.571428571429,0.666666666667
0.0,0.0,88,Detroit Pistons,0.538461538462,-9.07692307692,2015-11-23,1.0,1.0,14.0,14.0,109,Milwaukee Bucks,0,8:00 pm,0.4,0.5,0.0,0.0,0.666666666667,0.0,0.4,0.2,1,0.538461538462,0.384615384615
0.0,0.0,95,Philadelphia 76ers,-14.1428571429,-1.15384615385,2015-11-23,1.0,2.0,15.0,14.0,100,Minnesota Timberwolves,0,8:00 pm,0.0,0.3,0.0,0.0,0.0,0.333333333333,0.0,0.2,1,0.0,0.384615384615
0.0,0.0,84,Phoenix Suns,3.92307692308,8.84615384615,2015-11-23,0.0,1.0,14.0,14.0,98,San Antonio Spurs,0,8:30 pm,0.5,0.8,0.0,1.0,0.333333333333,0.666666666667,0.6,0.8,1,0.538461538462,0.769230769231
0.0,0.0,111,Oklahoma City Thunder,4.5,2.66666666667,2015-11-23,0.0,2.0,15.0,13.0,89,Utah Jazz,0,9:00 pm,0.5,0.5,1.0,0.0,0.666666666667,0.666666666667,0.4,0.4,0,0.571428571429,0.5
0.0,0.0,97,Boston Celtics,5.92307692308,1.4,2015-11-24,1.0,2.0,14.0,16.0,121,Atlanta Hawks,0,8:00 pm,0.6,0.5,0.0,0.0,0.333333333333,0.333333333333,0.6,0.2,1,0.538461538462,0.6
0.0,0.0,111,Los Angeles Clippers,-1.53846153846,-4.35714285714,2015-11-24,1.0,1.0,14.0,15.0,94,Denver Nuggets,0,9:00 pm,0.3,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0,0.461538461538,0.428571428571
0.0,0.0,77,Los Angeles Lakers,-7.15384615385,14.4,2015-11-24,1.0,1.0,14.0,16.0,111,Golden State Warriors,0,10:30 pm,0.2,1.0,0.0,1.0,0.0,1.0,0.2,1.0,1,0.153846153846,1.0
